/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_172214.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_174223.csv,2
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_134435.csv,2
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_132758.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_134238.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_181324.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_173654.csv,5
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_234149.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_011118.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181012_030623.csv,2
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_132459.csv,2
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_010744.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_210956.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_005032.csv,5
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181018_230552.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_015806.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_014232.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_175657.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_172704.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_012318.csv,6
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_170443.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_011207.csv,6
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_140956.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181012_024558.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_140922.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_135643.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181018_225050.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_140726.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_181153.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_174001.csv,2
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181018_225122.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_174013.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_234059.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_140038.csv,6
