/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_173553.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_132630.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181018_230909.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_181333.csv,6
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_210911.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_140922.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181012_024106.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_173253.csv,3
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_191556.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181012_025614.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_010517.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_234419.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_005812.csv,2
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_132653.csv,6
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_021127.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_174449.csv,6
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181012_025518.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_171656.csv,1
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_172727.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_012308.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_015228.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181019_140441.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181018_231457.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_211022.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_182555.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_171004.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181011_171111.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181012_024128.csv,0
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181013_174958.csv,7
/Users/takashi/Documents/knowledge/qtable_1/qtable_1_20181012_023647.csv,6
